"Index", "Count", "Origin Account", "Destination Account", "Date", "Original Amount", "Origin Currency", "Converted Amount", "Destination Currency"
"7389", "7670", "00327-327-OL-99673", "01533-534-YB-98467", "4/6/12", "17607.21", "CAD", "17607.21", "USD"
"7390", "7671", "00327-327-OL-99673", "01533-534-YB-98467", "5/12/12", "16377.47", "CAD", "16377.47", "USD"
"7391", "7672", "00327-327-OL-99673", "01533-534-YB-98467", "6/8/12", "15898.43", "CAD", "15898.43", "USD"
"7392", "7673", "00327-327-OL-99673", "01533-534-YB-98467", "7/17/12", "15113.73", "CAD", "15113.73", "USD"
"7393", "7674", "00327-327-OL-99673", "01533-534-YB-98467", "8/24/12", "15106.05", "CAD", "15106.05", "USD"
"7394", "7675", "00327-327-OL-99673", "01533-534-YB-98467", "9/22/12", "14930.32", "CAD", "14930.32", "USD"
"7395", "7676", "00327-327-OL-99673", "01534-535-ZA-98466", "9/10/11", "1328.00", "CAD", "1328.00", "USD"
"7396", "7677", "00327-327-OL-99673", "01535-536-AZ-98465", "1/2/11", "800.00", "CAD", "800.00", "USD"
"7397", "7678", "00327-327-OL-99673", "01535-536-AZ-98465", "5/22/11", "450.00", "CAD", "450.00", "USD"
"7398", "7679", "00327-327-OL-99673", "01535-536-AZ-98465", "6/24/12", "550.00", "CAD", "550.00", "USD"
"7399", "7680", "00327-327-OL-99673", "01536-537-BY-98464", "1/13/12", "4008.57", "CAD", "4008.57", "USD"
"7400", "7681", "00327-327-OL-99673", "01537-538-CX-98463", "4/13/12", "3690.00", "CAD", "3690.00", "USD"
"7401", "7682", "00327-327-OL-99673", "00517-517-WD-99483", "9/25/10", "19006.72", "CAD", "19006.72", "USD"
"7402", "7683", "00327-327-OL-99673", "00517-517-WD-99483", "10/25/10", "18835.02", "CAD", "18835.02", "USD"
"7403", "7684", "00327-327-OL-99673", "00517-517-WD-99483", "11/23/10", "25807.77", "CAD", "25807.77", "USD"
"7404", "7685", "00327-327-OL-99673", "00517-517-WD-99483", "11/30/10", "940.20", "CAD", "940.20", "USD"
"7405", "7686", "00327-327-OL-99673", "00517-517-WD-99483", "12/25/10", "25807.77", "CAD", "25807.77", "USD"
"7406", "7687", "00327-327-OL-99673", "00517-517-WD-99483", "1/24/11", "25517.77", "CAD", "25517.77", "USD"
"7407", "7688", "00327-327-OL-99673", "00517-517-WD-99483", "1/24/11", "19534.15", "CAD", "19534.15", "USD"
"7408", "7689", "00327-327-OL-99673", "00517-517-WD-99483", "2/25/11", "27482.65", "CAD", "27482.65", "USD"
"7409", "7690", "00327-327-OL-99673", "00517-517-WD-99483", "3/25/11", "27482.65", "CAD", "27482.65", "USD"
"7410", "7691", "00327-327-OL-99673", "00517-517-WD-99483", "3/25/11", "324.50", "CAD", "324.50", "USD"
"7411", "7692", "00327-327-OL-99673", "00517-517-WD-99483", "4/24/11", "29285.49", "CAD", "29285.49", "USD"
"7412", "7693", "00327-327-OL-99673", "00517-517-WD-99483", "5/24/11", "25201.07", "CAD", "25201.07", "USD"
"7413", "7694", "00327-327-OL-99673", "00517-517-WD-99483", "5/24/11", "394.20", "CAD", "394.20", "USD"
"7414", "7695", "00327-327-OL-99673", "00517-517-WD-99483", "6/10/11", "394.20", "CAD", "394.20", "USD"
"7415", "7696", "00327-327-OL-99673", "00517-517-WD-99483", "6/10/11", "350.50", "CAD", "350.50", "USD"
"7416", "7697", "00327-327-OL-99673", "00517-517-WD-99483", "6/25/11", "25662.77", "CAD", "25662.77", "USD"
"7417", "7698", "00327-327-OL-99673", "00517-517-WD-99483", "7/10/11", "992.10", "CAD", "992.10", "USD"
"7418", "7699", "00327-327-OL-99673", "00517-517-WD-99483", "7/23/11", "25353.31", "CAD", "25353.31", "USD"
"7419", "7700", "00327-327-OL-99673", "00517-517-WD-99483", "8/2/11", "10477.28", "CAD", "10477.28", "USD"
"7420", "7701", "00327-327-OL-99673", "00517-517-WD-99483", "8/22/11", "25353.31", "CAD", "25353.31", "USD"
"7421", "7702", "00327-327-OL-99673", "00517-517-WD-99483", "9/24/11", "25353.31", "CAD", "25353.31", "USD"
"7422", "7703", "00327-327-OL-99673", "00517-517-WD-99483", "10/25/11", "25353.31", "CAD", "25353.31", "USD"
"7423", "7704", "00327-327-OL-99673", "00517-517-WD-99483", "11/12/11", "854.15", "CAD", "854.15", "USD"
"7424", "7705", "00327-327-OL-99673", "00517-517-WD-99483", "12/24/11", "25353.31", "CAD", "25353.31", "USD"
"7425", "7706", "00327-327-OL-99673", "00517-517-WD-99483", "12/31/11", "836.60", "CAD", "836.60", "USD"
"7426", "7707", "00327-327-OL-99673", "00517-517-WD-99483", "1/7/12", "2948.59", "CAD", "2948.59", "USD"
"7427", "7708", "00327-327-OL-99673", "00517-517-WD-99483", "1/15/12", "188.60", "CAD", "188.60", "USD"
"7428", "7709", "00327-327-OL-99673", "00517-517-WD-99483", "1/23/12", "25353.31", "CAD", "25353.31", "USD"
"7429", "7710", "00327-327-OL-99673", "00517-517-WD-99483", "2/25/12", "27173.19", "CAD", "27173.19", "USD"
"7430", "7711", "00327-327-OL-99673", "00517-517-WD-99483", "3/13/12", "15000.00", "CAD", "15000.00", "USD"
"7431", "7712", "00327-327-OL-99673", "00517-517-WD-99483", "3/25/12", "27156.49", "CAD", "27156.49", "USD"
"7432", "7713", "00327-327-OL-99673", "00517-517-WD-99483", "3/31/12", "275.10", "CAD", "275.10", "USD"
"7433", "7714", "00327-327-OL-99673", "00517-517-WD-99483", "4/24/12", "28224.56", "CAD", "28224.56", "USD"
"7434", "7715", "00327-327-OL-99673", "00517-517-WD-99483", "5/25/12", "25336.74", "CAD", "25336.74", "USD"
"7435", "7716", "00327-327-OL-99673", "00517-517-WD-99483", "6/2/12", "416.93", "CAD", "416.93", "USD"
"7436", "7717", "00327-327-OL-99673", "00517-517-WD-99483", "6/25/12", "25336.74", "CAD", "25336.74", "USD"
"7437", "7718", "00327-327-OL-99673", "00517-517-WD-99483", "7/24/12", "18304.52", "CAD", "18304.52", "USD"
"7438", "7719", "00327-327-OL-99673", "00517-517-WD-99483", "7/30/12", "237.70", "CAD", "237.70", "USD"
"7439", "7720", "00327-327-OL-99673", "01538-539-DW-98462", "5/15/12", "1266.90", "CAD", "1266.90", "USD"
"7440", "7721", "00327-327-OL-99673", "01538-539-DW-98462", "6/24/12", "3800.70", "CAD", "3800.70", "USD"
"7441", "7722", "00327-327-OL-99673", "01539-540-EV-98461", "6/2/12", "307.50", "CAD", "307.50", "USD"
"7442", "7723", "00327-327-OL-99673", "01540-541-FU-98460", "9/7/10", "59661.89", "CAD", "59661.89", "USD"
"7443", "7724", "00327-327-OL-99673", "01540-541-FU-98460", "9/24/10", "117745.48", "CAD", "117745.48", "USD"
"7444", "7725", "00327-327-OL-99673", "01540-541-FU-98460", "10/8/10", "91399.44", "CAD", "91399.44", "USD"
"7445", "7726", "00327-327-OL-99673", "01540-541-FU-98460", "10/22/10", "43501.08", "CAD", "43501.08", "USD"
"7446", "7727", "00327-327-OL-99673", "01540-541-FU-98460", "10/24/10", "221071.93", "CAD", "221071.93", "USD"
"7447", "7728", "00327-327-OL-99673", "01540-541-FU-98460", "10/30/10", "125866.69", "CAD", "125866.69", "USD"
"7448", "7729", "00327-327-OL-99673", "01540-541-FU-98460", "11/5/10", "66957.31", "CAD", "66957.31", "USD"
"7449", "7730", "00327-327-OL-99673", "01540-541-FU-98460", "11/12/10", "80592.88", "CAD", "80592.88", "USD"
"7450", "7731", "00327-327-OL-99673", "01540-541-FU-98460", "11/13/10", "92336.82", "CAD", "92336.82", "USD"
"7451", "7732", "00327-327-OL-99673", "01540-541-FU-98460", "11/19/10", "5607.89", "CAD", "5607.89", "USD"
"7452", "7733", "00327-327-OL-99673", "01540-541-FU-98460", "12/4/10", "16391.47", "CAD", "16391.47", "USD"
"7453", "7734", "00327-327-OL-99673", "01540-541-FU-98460", "12/11/10", "19220.64", "CAD", "19220.64", "USD"
"7454", "7735", "00327-327-OL-99673", "01540-541-FU-98460", "12/19/10", "38335.37", "CAD", "38335.37", "USD"
"7455", "7736", "00327-327-OL-99673", "01540-541-FU-98460", "1/7/11", "19748.25", "CAD", "19748.25", "USD"
"7456", "7737", "00327-327-OL-99673", "01540-541-FU-98460", "1/22/11", "78471.01", "CAD", "78471.01", "USD"
"7457", "7738", "00327-327-OL-99673", "01540-541-FU-98460", "2/12/11", "41678.70", "CAD", "41678.70", "USD"
"7458", "7739", "00327-327-OL-99673", "01540-541-FU-98460", "2/14/11", "17055.29", "CAD", "17055.29", "USD"
"7459", "7740", "00327-327-OL-99673", "01540-541-FU-98460", "2/18/11", "19760.17", "CAD", "19760.17", "USD"
"7460", "7741", "00327-327-OL-99673", "01540-541-FU-98460", "3/4/11", "15379.69", "CAD", "15379.69", "USD"
"7461", "7742", "00327-327-OL-99673", "01540-541-FU-98460", "3/13/11", "9637.07", "CAD", "9637.07", "USD"
"7462", "7743", "00327-327-OL-99673", "01540-541-FU-98460", "4/15/11", "29926.86", "CAD", "29926.86", "USD"
"7463", "7744", "00327-327-OL-99673", "01540-541-FU-98460", "5/1/11", "45677.89", "CAD", "45677.89", "USD"
"7464", "7745", "00327-327-OL-99673", "01540-541-FU-98460", "5/7/11", "1708.67", "CAD", "1708.67", "USD"
"7465", "7746", "00327-327-OL-99673", "01540-541-FU-98460", "5/14/11", "65006.39", "CAD", "65006.39", "USD"
"7466", "7747", "00327-327-OL-99673", "01540-541-FU-98460", "5/22/11", "10028.97", "CAD", "10028.97", "USD"
"7467", "7748", "00327-327-OL-99673", "01540-541-FU-98460", "5/30/11", "11939.98", "CAD", "11939.98", "USD"
"7468", "7749", "00327-327-OL-99673", "01540-541-FU-98460", "6/7/11", "9655.70", "CAD", "9655.70", "USD"
"7469", "7750", "00327-327-OL-99673", "01540-541-FU-98460", "6/28/11", "1817.71", "CAD", "1817.71", "USD"
"7470", "7751", "00327-327-OL-99673", "01540-541-FU-98460", "7/23/11", "1736.76", "CAD", "1736.76", "USD"
"7471", "7752", "00327-327-OL-99673", "01540-541-FU-98460", "8/5/11", "2304.50", "CAD", "2304.50", "USD"
"7472", "7753", "00327-327-OL-99673", "01540-541-FU-98460", "8/20/11", "6845.93", "CAD", "6845.93", "USD"
"7473", "7754", "00327-327-OL-99673", "01540-541-FU-98460", "9/2/11", "25695.53", "CAD", "25695.53", "USD"
"7474", "7755", "00327-327-OL-99673", "01540-541-FU-98460", "9/10/11", "27258.21", "CAD", "27258.21", "USD"
"7475", "7756", "00327-327-OL-99673", "01540-541-FU-98460", "9/30/11", "41648.46", "CAD", "41648.46", "USD"
"7476", "7757", "00327-327-OL-99673", "01540-541-FU-98460", "10/21/11", "101434.76", "CAD", "101434.76", "USD"
"7477", "7758", "00327-327-OL-99673", "01540-541-FU-98460", "10/28/11", "13078.75", "CAD", "13078.75", "USD"
"7478", "7759", "00327-327-OL-99673", "01540-541-FU-98460", "11/6/11", "37977.27", "CAD", "37977.27", "USD"
"7479", "7760", "00327-327-OL-99673", "01540-541-FU-98460", "11/12/11", "15275.95", "CAD", "15275.95", "USD"
"7480", "7761", "00327-327-OL-99673", "01540-541-FU-98460", "12/2/11", "16954.96", "CAD", "16954.96", "USD"
"7481", "7762", "00327-327-OL-99673", "01540-541-FU-98460", "12/9/11", "39904.22", "CAD", "39904.22", "USD"
"7482", "7763", "00327-327-OL-99673", "01540-541-FU-98460", "12/16/11", "60931.88", "CAD", "60931.88", "USD"
"7483", "7764", "00327-327-OL-99673", "01540-541-FU-98460", "12/31/11", "34291.23", "CAD", "34291.23", "USD"
"7484", "7765", "00327-327-OL-99673", "01540-541-FU-98460", "1/7/12", "28181.99", "CAD", "28181.99", "USD"
"7485", "7766", "00327-327-OL-99673", "01540-541-FU-98460", "1/21/12", "21942.81", "CAD", "21942.81", "USD"
"7486", "7767", "00327-327-OL-99673", "01540-541-FU-98460", "1/28/12", "50588.34", "CAD", "50588.34", "USD"
"7487", "7768", "00327-327-OL-99673", "01540-541-FU-98460", "2/14/12", "17465.99", "CAD", "17465.99", "USD"
"7488", "7769", "00327-327-OL-99673", "01540-541-FU-98460", "2/20/12", "5933.99", "CAD", "5933.99", "USD"
"7489", "7770", "00327-327-OL-99673", "01540-541-FU-98460", "2/24/12", "27151.88", "CAD", "27151.88", "USD"
"7490", "7771", "00327-327-OL-99673", "01540-541-FU-98460", "3/9/12", "46587.08", "CAD", "46587.08", "USD"
"7491", "7772", "00327-327-OL-99673", "01540-541-FU-98460", "3/17/12", "78009.71", "CAD", "78009.71", "USD"
"7492", "7773", "00327-327-OL-99673", "01540-541-FU-98460", "3/23/12", "11473.68", "CAD", "11473.68", "USD"
"7493", "7774", "00327-327-OL-99673", "01540-541-FU-98460", "3/30/12", "28486.20", "CAD", "28486.20", "USD"
"7494", "7775", "00327-327-OL-99673", "01540-541-FU-98460", "4/6/12", "37610.08", "CAD", "37610.08", "USD"
"7495", "7776", "00327-327-OL-99673", "01540-541-FU-98460", "4/6/12", "10847.11", "CAD", "10847.11", "USD"
"7496", "7777", "00327-327-OL-99673", "01540-541-FU-98460", "4/13/12", "103999.08", "CAD", "103999.08", "USD"
"7497", "7778", "00327-327-OL-99673", "01540-541-FU-98460", "4/20/12", "2763.82", "CAD", "2763.82", "USD"
"7498", "7779", "00327-327-OL-99673", "01540-541-FU-98460", "4/27/12", "43884.15", "CAD", "43884.15", "USD"
"7499", "7780", "00327-327-OL-99673", "01540-541-FU-98460", "4/27/12", "259.04", "CAD", "259.04", "USD"
"7500", "7781", "00327-327-OL-99673", "01540-541-FU-98460", "5/6/12", "7352.27", "CAD", "7352.27", "USD"
"7501", "7782", "00327-327-OL-99673", "01540-541-FU-98460", "5/19/12", "44434.83", "CAD", "44434.83", "USD"
"7502", "7783", "00327-327-OL-99673", "01540-541-FU-98460", "5/19/12", "36809.71", "CAD", "36809.71", "USD"
"7503", "7784", "00327-327-OL-99673", "01540-541-FU-98460", "5/25/12", "2569.89", "CAD", "2569.89", "USD"
"7504", "7785", "00327-327-OL-99673", "01540-541-FU-98460", "6/2/12", "45175.17", "CAD", "45175.17", "USD"
"7505", "7786", "00327-327-OL-99673", "01540-541-FU-98460", "6/8/12", "94054.24", "CAD", "94054.24", "USD"
"7506", "7787", "00327-327-OL-99673", "01540-541-FU-98460", "6/17/12", "31676.90", "CAD", "31676.90", "USD"
"7507", "7788", "00327-327-OL-99673", "01540-541-FU-98460", "6/17/12", "9734.70", "CAD", "9734.70", "USD"
"7508", "7789", "00327-327-OL-99673", "01540-541-FU-98460", "6/24/12", "53038.99", "CAD", "53038.99", "USD"
"7509", "7790", "00327-327-OL-99673", "01540-541-FU-98460", "6/24/12", "40889.09", "CAD", "40889.09", "USD"
"7510", "7791", "00327-327-OL-99673", "01540-541-FU-98460", "7/7/12", "171428.59", "CAD", "171428.59", "USD"
"7511", "7792", "00327-327-OL-99673", "01540-541-FU-98460", "7/7/12", "11193.82", "CAD", "11193.82", "USD"
"7512", "7793", "00327-327-OL-99673", "01540-541-FU-98460", "7/7/12", "9391.91", "CAD", "9391.91", "USD"
"7513", "7794", "00327-327-OL-99673", "01540-541-FU-98460", "7/9/12", "12045.37", "CAD", "12045.37", "USD"
"7514", "7795", "00327-327-OL-99673", "01540-541-FU-98460", "7/14/12", "11568.59", "CAD", "11568.59", "USD"
"7515", "7796", "00327-327-OL-99673", "01540-541-FU-98460", "7/14/12", "5444.35", "CAD", "5444.35", "USD"
"7516", "7797", "00327-327-OL-99673", "01540-541-FU-98460", "7/22/12", "3128.58", "CAD", "3128.58", "USD"
"7517", "7798", "00327-327-OL-99673", "01540-541-FU-98460", "7/30/12", "2414.15", "CAD", "2414.15", "USD"
"7518", "7799", "00327-327-OL-99673", "01540-541-FU-98460", "8/4/12", "14885.33", "CAD", "14885.33", "USD"
"7519", "7800", "00327-327-OL-99673", "01540-541-FU-98460", "8/11/12", "5304.27", "CAD", "5304.27", "USD"
"7520", "7801", "00327-327-OL-99673", "01540-541-FU-98460", "8/20/12", "18597.39", "CAD", "18597.39", "USD"
"7521", "7802", "00327-327-OL-99673", "01540-541-FU-98460", "8/20/12", "149.60", "CAD", "149.60", "USD"
"7522", "7803", "00327-327-OL-99673", "01540-541-FU-98460", "8/26/12", "9572.45", "CAD", "9572.45", "USD"
"7523", "7804", "00327-327-OL-99673", "01541-542-GT-98459", "11/1/11", "1845.00", "CAD", "1845.00", "USD"
"7524", "7805", "00327-327-OL-99673", "01542-543-HS-98458", "10/11/10", "3868.00", "CAD", "3868.00", "USD"
"7525", "7806", "00327-327-OL-99673", "01543-544-IR-98457", "2/25/11", "2644.38", "CAD", "2644.38", "USD"
"7526", "7807", "00327-327-OL-99673", "01543-544-IR-98457", "3/25/11", "4075.83", "CAD", "4075.83", "USD"
"7527", "7808", "00327-327-OL-99673", "01543-544-IR-98457", "4/24/11", "3667.90", "CAD", "3667.90", "USD"
"7528", "7809", "00327-327-OL-99673", "01543-544-IR-98457", "5/3/11", "294.81", "CAD", "294.81", "USD"
"7529", "7810", "00327-327-OL-99673", "01543-544-IR-98457", "5/24/11", "6664.43", "CAD", "6664.43", "USD"
"7530", "7811", "00327-327-OL-99673", "01543-544-IR-98457", "6/11/11", "277.94", "CAD", "277.94", "USD"
"7531", "7812", "00327-327-OL-99673", "01543-544-IR-98457", "6/25/11", "5554.24", "CAD", "5554.24", "USD"
"7532", "7813", "00327-327-OL-99673", "01543-544-IR-98457", "7/23/11", "3351.91", "CAD", "3351.91", "USD"
"7533", "7814", "00327-327-OL-99673", "01543-544-IR-98457", "8/22/11", "3389.81", "CAD", "3389.81", "USD"
"7534", "7815", "00327-327-OL-99673", "01543-544-IR-98457", "9/24/11", "3389.81", "CAD", "3389.81", "USD"
"7535", "7816", "00327-327-OL-99673", "01543-544-IR-98457", "10/25/11", "3389.81", "CAD", "3389.81", "USD"
"7536", "7817", "00327-327-OL-99673", "01543-544-IR-98457", "12/24/11", "3291.42", "CAD", "3291.42", "USD"
"7537", "7818", "00327-327-OL-99673", "01543-544-IR-98457", "1/23/12", "3279.96", "CAD", "3279.96", "USD"
"7538", "7819", "00327-327-OL-99673", "01543-544-IR-98457", "2/25/12", "4942.67", "CAD", "4942.67", "USD"
"7539", "7820", "00327-327-OL-99673", "01543-544-IR-98457", "3/25/12", "7764.30", "CAD", "7764.30", "USD"
"7540", "7821", "00327-327-OL-99673", "01543-544-IR-98457", "4/24/12", "3386.05", "CAD", "3386.05", "USD"
"7541", "7822", "00327-327-OL-99673", "01543-544-IR-98457", "5/25/12", "3277.74", "CAD", "3277.74", "USD"
"7542", "7823", "00327-327-OL-99673", "01543-544-IR-98457", "6/25/12", "3386.05", "CAD", "3386.05", "USD"
"7543", "7824", "00327-327-OL-99673", "01543-544-IR-98457", "7/24/12", "3277.74", "CAD", "3277.74", "USD"
"7544", "7825", "00327-327-OL-99673", "01543-544-IR-98457", "8/25/12", "3381.93", "CAD", "3381.93", "USD"
"7545", "7826", "00327-327-OL-99673", "01544-545-JQ-98456", "9/4/10", "2440.00", "CAD", "2440.00", "USD"
"7546", "7827", "00327-327-OL-99673", "01544-545-JQ-98456", "10/4/10", "2440.00", "CAD", "2440.00", "USD"
"7547", "7828", "00327-327-OL-99673", "01544-545-JQ-98456", "10/30/10", "2440.00", "CAD", "2440.00", "USD"
"7548", "7829", "00327-327-OL-99673", "01544-545-JQ-98456", "11/27/10", "2440.00", "CAD", "2440.00", "USD"
"7549", "7830", "00327-327-OL-99673", "01544-545-JQ-98456", "12/27/10", "2440.00", "CAD", "2440.00", "USD"
"7550", "7831", "00327-327-OL-99673", "01544-545-JQ-98456", "2/6/11", "2440.00", "CAD", "2440.00", "USD"
"7551", "7832", "00327-327-OL-99673", "01544-545-JQ-98456", "2/25/11", "2440.00", "CAD", "2440.00", "USD"
"7552", "7833", "00327-327-OL-99673", "01544-545-JQ-98456", "4/9/11", "2460.00", "CAD", "2460.00", "USD"
"7553", "7834", "00327-327-OL-99673", "01544-545-JQ-98456", "5/7/11", "2460.00", "CAD", "2460.00", "USD"
"7554", "7835", "00327-327-OL-99673", "01544-545-JQ-98456", "5/14/11", "2460.00", "CAD", "2460.00", "USD"
"7555", "7836", "00327-327-OL-99673", "01544-545-JQ-98456", "7/15/11", "4940.00", "CAD", "4940.00", "USD"
"7556", "7837", "00327-327-OL-99673", "01544-545-JQ-98456", "8/27/11", "2460.00", "CAD", "2460.00", "USD"
"7557", "7838", "00327-327-OL-99673", "01544-545-JQ-98456", "9/30/11", "2460.00", "CAD", "2460.00", "USD"
"7558", "7839", "00327-327-OL-99673", "01544-545-JQ-98456", "10/28/11", "2460.00", "CAD", "2460.00", "USD"
"7559", "7840", "00327-327-OL-99673", "01544-545-JQ-98456", "11/18/11", "2460.00", "CAD", "2460.00", "USD"
"7560", "7841", "00327-327-OL-99673", "01545-546-KP-98455", "1/22/12", "4080.00", "CAD", "4080.00", "USD"
"7561", "7842", "00327-327-OL-99673", "01546-547-LO-98454", "7/13/12", "4683.00", "CAD", "4683.00", "USD"
"7562", "7843", "00327-327-OL-99673", "01546-547-LO-98454", "7/31/12", "150.00", "CAD", "150.00", "USD"
"7563", "7844", "00327-327-OL-99673", "01547-548-MN-98453", "2/24/12", "400.12", "CAD", "400.12", "USD"
"7564", "7845", "00327-327-OL-99673", "01547-548-MN-98453", "3/30/12", "1496.22", "CAD", "1496.22", "USD"
"7565", "7846", "00327-327-OL-99673", "01547-548-MN-98453", "5/19/12", "688.24", "CAD", "688.24", "USD"
"7566", "7847", "00327-327-OL-99673", "01547-548-MN-98453", "7/22/12", "1119.57", "CAD", "1119.57", "USD"
"7567", "7848", "00327-327-OL-99673", "01548-549-NM-98452", "11/13/10", "316.25", "CAD", "316.25", "USD"
"7568", "7849", "00327-327-OL-99673", "01548-549-NM-98452", "11/23/10", "1550.12", "CAD", "1550.12", "USD"
"7569", "7850", "00327-327-OL-99673", "01548-549-NM-98452", "12/25/10", "1201.75", "CAD", "1201.75", "USD"
"7570", "7851", "00327-327-OL-99673", "01549-550-OL-98451", "10/26/10", "7285.28", "CAD", "7285.28", "USD"
"7571", "7852", "00327-327-OL-99673", "01549-550-OL-98451", "6/13/11", "3149.72", "CAD", "3149.72", "USD"
"7572", "7853", "00327-327-OL-99673", "01550-551-PK-98450", "9/25/10", "2986.39", "CAD", "2986.39", "USD"
"7573", "7854", "00327-327-OL-99673", "01550-551-PK-98450", "10/25/10", "2986.39", "CAD", "2986.39", "USD"
"7574", "7855", "00327-327-OL-99673", "01550-551-PK-98450", "11/1/10", "464.75", "CAD", "464.75", "USD"
"7575", "7856", "00327-327-OL-99673", "01550-551-PK-98450", "11/20/10", "3832.81", "CAD", "3832.81", "USD"
"7576", "7857", "00327-327-OL-99673", "01550-551-PK-98450", "11/23/10", "2986.39", "CAD", "2986.39", "USD"
"7577", "7858", "00327-327-OL-99673", "01550-551-PK-98450", "12/17/10", "287.60", "CAD", "287.60", "USD"
"7578", "7859", "00327-327-OL-99673", "01550-551-PK-98450", "12/25/10", "2986.39", "CAD", "2986.39", "USD"
"7579", "7860", "00327-327-OL-99673", "01550-551-PK-98450", "1/21/11", "212.07", "CAD", "212.07", "USD"
"7580", "7861", "00327-327-OL-99673", "01550-551-PK-98450", "1/24/11", "3832.81", "CAD", "3832.81", "USD"
"7581", "7862", "00327-327-OL-99673", "01550-551-PK-98450", "1/24/11", "2986.39", "CAD", "2986.39", "USD"
"7582", "7863", "00327-327-OL-99673", "01550-551-PK-98450", "2/25/11", "3683.63", "CAD", "3683.63", "USD"
